"","MSZoning","LotShape","LandContour","LandSlope","Neighborhood","BldgType","HouseStyle","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","Fence","SaleCondition","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","SalePrice"
"620","RL","Reg","Lvl","Gtl","Timber","1Fam","2Story","Hip","VinylSd","VinylSd","Stone","Gd","PConc","Gd","TA","Gd","GLQ","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","No Fence","Normal","1","2","1","4","1","10","2","60",0.572339635719307,0.00843641547535345,"8","5",2003,2003,0.671141747079641,0.936992025519467,0.0990334047770898,0.967780704435989,0.826134034383936,0.991934313207951,1.42067396789697,90,1.64974166937376,1.2909897696301,0.58844893022573,-0.704241947620518,-0.0414192619662035,305000
"621","RL","Reg","Lvl","Gtl","Edwards","1Fam","1Story","Gable","Stucco","Stucco","None","TA","BrkTil","TA","TA","No","BLQ","TA","N","FuseF","TA","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","N","No Fence","Normal","1","1","0","2","1","5","0","30",-1.0086193429018,-0.0110821488852186,"3","3",1914,1950,-0.576077035080244,-0.882791956627209,0.57881583127625,-0.440909743443664,-0.772468143562894,-0.794890864438069,-1.23974884540166,65,-2.36462972610238,-2.2122049892375,-0.751918199272585,-0.704241947620518,0.147243647810283,67000
"622","RL","Reg","Lvl","Gtl","NWAmes","1Fam","2Story","Gable","HdBoard","HdBoard","None","TA","CBlock","TA","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","1","4","1","9","1","60",0.769959508046946,0.00138316048619778,"6","7",1974,1997,-0.576077035080244,1.12335544537786,-0.414695891521539,1.05895807970328,0.99685853882486,1.64710354501149,2.09053722274756,61,0.31161787088171,0.706344449391845,-0.448739919981299,2.96334888933573,-0.0414192619662035,240000
"623","RL","Reg","Lvl","Gtl","Sawyer","1Fam","1Story","Gable","Plywood","Plywood","BrkFace","TA","CBlock","TA","TA","No","BLQ","TA","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","3","1","6","0","20",0.019003993201918,-0.016865427214277,"5","6",1977,1977,0.268279043107643,0.255121159919929,-0.333223404002814,-0.176495355168518,-0.472406893333392,-0.794890864438069,-1.01899845459863,73,0.31161787088171,0.0515416907250039,0.779929948725489,-0.704241947620518,-0.0414192619662035,135000
"624","FV","Reg","Lvl","Gtl","Somerst","TwnhsE","2Story","Gable","MetalSd","MetalSd","BrkFace","Gd","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","2","1","2","1","4","1","160",-1.83862280667789,-0.0410291754354356,"6","5",2000,2000,2.25499922707914,-0.0518303551409559,-0.52332587487984,-0.68708865666535,-1.05183551446622,0.936955076972689,-0.00659148988126456,87,0.31161787088171,-0.15425346199886,-0.751918199272585,-0.221267022589243,-0.0414192619662035,168500
"625","RL","Reg","Lvl","Gtl","NWAmes","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","CBlock","TA","TA","No","Rec","Gd","Y","SBrkr","TA","Min2","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","1","2","4","1","8","1","60",0.374719763391668,-0.000570649760105728,"6","5",1972,1972,1.01329911209695,-0.431134727323335,-0.186120301538449,-0.741795081825725,-0.389631376028702,0.987352710188346,0.522448239801868,59,0.31161787088171,0.0515416907250039,0.428881414809264,-0.704241947620518,-0.0414192619662035,165150
"626","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","BrkFace","TA","CBlock","TA","TA","No","Unf","TA","Y","SBrkr","TA","Typ","No Fireplace","Attchd","Unf","TA","TA","Y","No Fence","Normal","0","1","1","3","1","5","0","20",0.651387584650363,-0.00252446000640924,"6","6",1962,1962,0.864295098299092,-0.972684900323611,1.24191135469254,0.133507720740272,-0.120610944788459,-0.794890864438069,-0.760187651588173,49,0.31161787088171,-0.15425346199886,-0.751918199272585,-0.704241947620518,-0.0414192619662035,160000
"627","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","None","TA","CBlock","TA","TA","No","Unf","TA","Y","SBrkr","TA","Min1","TA","Attchd","RFn","TA","TA","Y","GdWo","Normal","0","1","0","3","1","6","1","20",-0.0205199812636098,0.00891509898569781,"5","5",1960,1978,-0.576077035080244,-0.972684900323611,0.929600152537428,-0.181054223931883,0.670929939437642,-0.794890864438069,-0.177863344814653,47,-1.02650592761034,-0.874536496532385,-0.751918199272585,-0.704241947620518,0.0264993855533315,139900
"628","RL","Reg","Lvl","Gtl","NAmes","1Fam","SLvl","Gable","AsbShng","AsbShng","BrkFace","TA","CBlock","TA","TA","Av","BLQ","Ex","Y","SBrkr","TA","Typ","Gd","Basment","RFn","TA","TA","Y","No Fence","Normal","1","1","0","3","1","7","2","80",0.374719763391668,-0.00447827025271275,"6","6",1955,1972,0.328984382062327,0.505067393612364,-0.491642129733669,0.224685096007564,0.924429961183256,-0.794890864438069,0.00863267500170329,42,-1.02650592761034,-0.509717816703717,-0.751918199272585,-0.704241947620518,0.315153637511355,153000
"629","RL","IR1","HLS","Sev","NAmes","1Fam","2Story","Gable","Plywood","Plywood","BrkFace","TA","PConc","Gd","TA","Av","Rec","TA","Y","SBrkr","Fa","Typ","TA","Attchd","Unf","TA","TA","Y","No Fence","Family","0","1","2","5","1","9","2","60",-0.0205199812636098,0.00532008813249935,"5","5",1969,1969,0.483507063037888,0.452447133887641,-0.401117143601752,-0.0397292922675813,-0.317202798387098,1.58754270575662,1.07432421680945,56,0.31161787088171,0.145084941963124,1.92083768395322,-0.704241947620518,-0.0414192619662035,135000
"630","RL","Reg","Lvl","Gtl","NAmes","1Fam","SLvl","Gable","Plywood","Wd Sdng","BrkFace","TA","CBlock","TA","TA","Gd","GLQ","TA","Y","SBrkr","TA","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","GdPrv","Normal","1","1","1","3","1","6","0","80",0.453767712322724,-0.00731129510985283,"6","5",1964,1964,0.853257763943695,0.395441852519191,-0.63195585823814,0.434393059122334,0.484685025502089,-0.794890864438069,-0.314880828761363,51,0.31161787088171,0.21991954295362,0.652275936392316,-0.704241947620518,-0.0414192619662035,168500
"631","RM","Reg","Lvl","Gtl","OldTown","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","BrkTil","Fa","Fa","No","Unf","TA","Y","FuseA","Ex","Typ","No Fireplace","Detchd","Unf","Fa","Po","N","MnPrv","Abnorml","0","1","0","3","1","8","0","70",-0.810999470574166,-0.00740898562216801,"5","6",1880,1991,-0.576077035080244,-0.972684900323611,0.155611521109538,-0.960620782467224,-0.190452787514291,0.719328933541443,0.446327415387029,26,-1.02650592761034,-1.08968597438006,-0.751918199272585,-0.704241947620518,0.511363063678901,124000
"632","RL","Reg","Lvl","Gtl","NridgHt","Twnhs","1Story","Gable","VinylSd","VinylSd","Stone","Gd","PConc","Gd","Gd","Mn","GLQ","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","0","2","1","6","1","120",-1.44338306202261,-0.0289497435876642,"8","5",2006,2006,0.0199390201112056,-0.920064640598888,2.17884496115788,1.13189997991711,1.01237894831949,-0.794890864438069,0.0733353757543166,93,0.31161787088171,0.720375937077563,0.49270842097585,0.397544600107079,-0.0414192619662035,209500
"633","RL","Reg","Lvl","Gtl","NWAmes","1Fam","1Story","Hip","Plywood","Plywood","BrkFace","TA","CBlock","TA","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Family","0","2","0","3","1","6","1","20",0.572339635719307,0.00675613866353243,"7","5",1977,1977,0.577324405058765,0.829558995248157,-0.00733345392791272,0.748955003794489,0.642475855364155,-0.794890864438069,-0.198796571528734,64,0.31161787088171,0.332171444439364,0.779929948725489,-0.704241947620518,-0.0414192619662035,82500
"634","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","CBlock","TA","TA","No","BLQ","TA","Y","SBrkr","TA","Typ","No Fireplace","Attchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","3","1","6","0","20",0.374719763391668,-0.00618785421822832,"5","7",1954,2005,-0.576077035080244,0.079720294170852,-1.03931829583177,-0.00325834216066477,-0.275815039734753,-0.794890864438069,-0.874368888210432,41,-1.02650592761034,-0.996142723141941,2.3596483513485,-0.704241947620518,-0.0414192619662035,139400
"635","RL","Reg","Lvl","Gtl","OldTown","Duplex","SFoyer","Gable","Plywood","Plywood","None","TA","CBlock","TA","TA","No","GLQ","Gd","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","GdPrv","Normal","2","0","0","0","2","4","0","90",-0.257663828056777,-0.0172806118916165,"6","5",1980,1980,-0.576077035080244,1.34260652756421,-1.28373575838794,-0.00325834216066477,-0.275815039734753,-0.794890864438069,-0.874368888210432,67,0.31161787088171,0.481840646420356,1.35437300422477,0.140964171184214,-0.0414192619662035,144000
"636","RH","Reg","Bnk","Gtl","SWISU","2fmCon","2.5Fin","Hip","VinylSd","VinylSd","None","Fa","CBlock","TA","Fa","No","LwQ","Ex","Y","FuseA","Fa","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","N","No Fence","Abnorml","0","2","0","8","2","14","0","190",-0.415759725918888,0.00185207494531062,"6","7",1914,1995,-0.576077035080244,-0.411402129926564,1.3958038311168,0.872044460405333,0.71749116792153,2.50386330967766,3.57679631944729,43,-2.36462972610238,-2.2122049892375,-0.751918199272585,0.955984357174491,-0.0414192619662035,200000
"637","RM","Reg","Lvl","Gtl","BrkSide","1Fam","1Story","Gable","AsbShng","AsbShng","None","Fa","BrkTil","TA","Fa","No","Unf","Fa","N","FuseA","Fa","Maj1","Po","No Garage","No Garage","No Garage","No Garage","N","No Fence","Normal","0","1","0","1","1","4","1","30",-0.771475496108638,-0.0214764193955533,"2","3",1936,1950,-0.576077035080244,-0.972684900323611,-0.68627084991729,-1.80857037245303,-0.938019178172275,-0.794890864438069,-1.3615421644654,11,-2.36462972610238,-2.2122049892375,-0.751918199272585,-0.704241947620518,-0.0414192619662035,60000
"638","RM","Reg","Lvl","Gtl","OldTown","2fmCon","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","CBlock","TA","TA","No","Unf","TA","Y","FuseA","Gd","Typ","No Fireplace","BuiltIn","Unf","TA","TA","Y","No Fence","Normal","0","2","0","3","2","7","0","190",-0.810999470574166,-0.0220625624694443,"5","4",1954,1954,-0.576077035080244,-0.972684900323611,0.551658335436675,-0.561719765672825,-0.909565094098787,0.524610805208223,-0.244469066177637,41,-1.02650592761034,-1.01485137338957,-0.751918199272585,-0.704241947620518,-0.0414192619662035,93000
"639","RL","Reg","Lvl","Gtl","Edwards","1Fam","1Story","Gable","MetalSd","Wd Sdng","None","TA","CBlock","Fa","TA","No","Unf","Gd","Y","FuseA","TA","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","P","MnPrv","Normal","0","1","0","2","1","4","0","30",-0.139091904660193,-0.00849823483448222,"5","7",1910,1950,-0.576077035080244,-0.972684900323611,0.517711465637206,-0.595911281398059,-0.948366117835361,-0.794890864438069,-1.36915424690689,14,-2.36462972610238,-2.2122049892375,1.86498905355746,-0.704241947620518,0.267987910067234,85000
"640","RL","Reg","Lvl","Gtl","Blmngtn","TwnhsE","1Story","Hip","VinylSd","VinylSd","None","Gd","PConc","Gd","Gd","Av","GLQ","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","No Fence","Partial","1","2","0","1","1","7","1","120",-0.692427547177582,-0.0319195351620455,"8","5",2006,2006,-0.576077035080244,1.55747258810683,-0.455432135280902,1.05439921093992,1.04600650222452,-0.794890864438069,0.0980746436891394,93,1.64974166937376,0.818596350877589,1.73733504122429,-0.704241947620518,-0.0414192619662035,264561
"641","RL","IR1","Lvl","Gtl","NridgHt","TwnhsE","1Story","Hip","MetalSd","MetalSd","BrkFace","Ex","PConc","Ex","TA","Gd","GLQ","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","1","1","1","1","6","1","120",-0.336711776987832,0.010551415066977,"8","5",2003,2004,2.0287338727935,1.69779328070609,-0.604798362398565,1.04984034217655,0.919256491351712,-0.794890864438069,0.00482663378096133,90,0.31161787088171,0.537966597163228,0.724081318329726,1.40877334939131,-0.0414192619662035,274000
"642","FV","Reg","Lvl","Gtl","Somerst","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","1","2","1","3","1","7","1","60",0.137575916598501,-0.0169338105728976,"7","5",2001,2001,-0.576077035080244,0.645388086211626,-0.561798993985904,-0.000978907778982483,-0.273228304818981,1.20268805210979,0.786968104643435,88,0.31161787088171,0.827950676001401,-0.751918199272585,2.84260515807791,-0.0414192619662035,226000
"643","RL","Reg","Lvl","Gtl","NAmes","1Fam","SLvl","Gable","Plywood","Wd Sdng","None","Gd","CBlock","Gd","TA","Gd","GLQ","Gd","Y","SBrkr","Ex","Typ","TA","Attchd","Fin","TA","TA","Y","MnPrv","Normal","1","2","1","4","1","9","3","80",0.177099891064029,0.0163298088704196,"8","7",1972,1995,-0.576077035080244,2.11875535850387,-0.0571221963004671,2.03911486382666,2.16606272075361,0.817833398462955,2.26180907768094,59,0.31161787088171,0.304108469067928,1.39426488307888,0.971077323581718,-0.0414192619662035,345000
"644","RL","Reg","Lvl","Gtl","NWAmes","1Fam","2Story","Mansard","WdShing","HdBoard","BrkFace","TA","CBlock","TA","TA","No","Rec","Ex","Y","SBrkr","TA","Min1","No Fireplace","Attchd","Fin","TA","TA","Y","GdWo","Normal","0","2","1","4","1","7","0","60",0.374719763391668,0.00134896880688747,"5","5",1969,1969,0.875332432654489,0.108222934855077,-1.28373575838794,-0.632382231504975,-0.989753876487706,1.12938240379611,0.198934736038801,56,0.31161787088171,-0.0513558856369282,0.907583961058662,-0.704241947620518,-0.0414192619662035,152000
"645","FV","Reg","Lvl","Gtl","Somerst","1Fam","1Story","Gable","CemntBd","CmentBd","Stone","Ex","PConc","Ex","TA","Mn","GLQ","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","No Fence","Partial","1","2","1","2","1","7","1","20",0.572339635719307,-0.00649557933202112,"9","5",2009,2009,0.31794704770693,1.48511973098533,0.175979642989219,1.61514006883376,1.56076675046306,-0.794890864438069,0.476775745152965,96,1.64974166937376,0.0234787153535679,0.803865076037959,1.25784368531904,-0.0414192619662035,370878
"646","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Hip","Plywood","Plywood","None","TA","CBlock","TA","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","1","1","1","3","1","5","0","20",-0.415759725918888,6.43385699429124e-05,"6","5",1971,1971,-0.576077035080244,-0.354396848558114,0.21897901140188,-0.174215920786836,-0.46982015841762,-0.794890864438069,-1.01709543398826,66,0.31161787088171,0.481840646420356,-0.751918199272585,4.00476357143442,0.034045901944391,143250
"647","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Hip","MetalSd","MetalSd","None","TA","CBlock","No Basement","No Basement","No Basement","No Basement","Gd","Y","SBrkr","TA","Min1","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","3","1","7","0","20",-0.415759725918888,-0.0162011317305338,"5","5",1950,1950,-0.576077035080244,-0.972684900323611,-1.28373575838794,-2.41034104921716,-0.296508919060925,-0.794890864438069,-0.8895930530934,37,0.31161787088171,-0.24779671323698,-0.751918199272585,-0.296731854625379,-0.0414192619662035,98300
"648","RL","IR1","Lvl","Gtl","Edwards","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","Stone","TA","CBlock","TA","TA","Mn","Rec","Ex","Y","SBrkr","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","1","0","3","1","5","2","20",0.572339635719307,-0.000316654428086272,"6","5",1953,1953,0.615955075302655,0.123570510608121,0.060560285671025,0.0833601643432621,-0.177519112935433,-0.794890864438069,-0.802054105016335,40,0.31161787088171,0.10299047890597,-0.751918199272585,-0.704241947620518,-0.0414192619662035,155000
"649","RL","Reg","Lvl","Gtl","NAmes","1Fam","2Story","Gable","MetalSd","MetalSd","BrkFace","TA","CBlock","TA","TA","No","Unf","TA","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","No Fence","Normal","0","1","1","4","1","7","1","60",-0.0205199812636098,-0.0137588689226544,"6","5",1966,1966,1.36097514429197,-0.972684900323611,0.427186479505289,-0.68708865666535,-0.288748714313611,1.01026072528637,0.615696249710046,53,0.31161787088171,-0.144899136875048,-0.751918199272585,1.16728588687567,0.366092623151007,155000
"650","RM","Reg","Lvl","Gtl","MeadowV","Twnhs","SFoyer","Gable","CemntBd","CmentBd","None","TA","CBlock","Gd","TA","Av","BLQ","Gd","Y","SBrkr","TA","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","Y","MnPrv","Normal","1","1","0","1","1","3","0","180",-1.95719473007447,-0.041913274571888,"4","6",1970,1970,-0.576077035080244,-0.685465982659497,-1.28373575838794,-0.974297388757318,-1.37776411385344,-0.794890864438069,-1.68505566822847,39,-2.36462972610238,-2.2122049892375,-0.751918199272585,-0.704241947620518,-0.0414192619662035,84500
"651","FV","Reg","Lvl","Gtl","Somerst","1Fam","2Story","Gable","CemntBd","CmentBd","BrkFace","Gd","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","1","3","1","7","0","60",-0.218139853591249,-0.0116829455359569,"7","6",2007,2007,0.0806443590658903,-0.972684900323611,0.556184584743271,-0.55716089690946,-0.8811110100253,1.13625480832551,0.284570663505496,94,0.31161787088171,0.416360370553672,-0.751918199272585,-0.704241947620518,-0.0414192619662035,205950
"652","RL","Reg","Lvl","Gtl","Edwards","1Fam","2Story","Gable","MetalSd","MetalSd","None","TA","CBlock","TA","TA","Mn","Unf","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","Fa","Po","P","MnPrv","Normal","1","1","0","4","1","7","1","70",-0.415759725918888,-0.00699868547044427,"4","5",1940,1950,-0.576077035080244,-0.972684900323611,0.424923354851991,-0.689368091047033,-1.054422249382,0.934664275462887,-0.0103975311020065,29,-1.02650592761034,-0.827764870913325,0.205486893226211,-0.704241947620518,-0.0414192619662035,108000
"653","RL","Reg","Lvl","Gtl","CollgCr","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","1","2","1","7","1","60",-0.0205199812636098,-0.0086301170261077,"7","5",1996,1996,-0.576077035080244,-0.972684900323611,0.707813936514232,-0.404438793336747,-0.656065072353173,1.05378595397262,0.381624714634416,83,0.31161787088171,0.182502242458372,-0.751918199272585,1.10691402124676,-0.0414192619662035,191000
"654","RM","Reg","Lvl","Gtl","IDOTRR","1Fam","1.5Fin","Gable","MetalSd","MetalSd","None","TA","CBlock","TA","TA","No","Unf","Ex","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","MnPrv","Normal","0","1","0","3","1","7","0","50",-0.415759725918888,-0.00096141180936643,"6","7",1906,1995,-0.576077035080244,-0.972684900323611,0.427186479505289,-0.68708865666535,-1.05183551446622,0.838450612051178,-0.0884213761272167,2,-1.02650592761034,-1.20193787586581,-0.297150780335657,-0.704241947620518,0.409485092399598,135000
"655","RL","IR1","Lvl","Gtl","NoRidge","1Fam","1Story","Hip","MetalSd","MetalSd","BrkFace","Gd","PConc","Gd","TA","Gd","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","1","2","1","2","1","7","1","20",0.809483482512474,-0.000389922312322653,"8","6",1995,1995,3.06624330220084,2.74581345355683,-0.349065276575899,2.39698606175078,2.4583637662358,-0.794890864438069,1.1371238969517,82,1.64974166937376,1.71193440020164,1.13097848264171,-0.00996549288805968,-0.0414192619662035,350000
"656","RM","Reg","Lvl","Gtl","BrDale","Twnhs","2Story","Gable","HdBoard","ImStucc","BrkFace","TA","CBlock","TA","TA","No","Unf","TA","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Family","0","1","1","3","1","6","0","160",-1.95719473007447,-0.0431637131295222,"6","5",1971,1971,1.52653515962292,-0.972684900323611,-0.0955953154065318,-1.21363799883396,-1.64937128000946,0.50399359162,-0.805860146237077,58,-1.02650592761034,-0.977434072894317,-0.751918199272585,-0.704241947620518,-0.0414192619662035,88000
"657","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Gable","HdBoard","HdBoard","BrkFace","Gd","CBlock","TA","TA","No","ALQ","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","MnPrv","Normal","1","1","1","3","1","5","0","20",0.0585279676674458,-0.00249026832709893,"5","7",1959,2006,-0.278069007484519,0.794478822098342,-0.724743969023355,-0.0100966453057116,-0.283575244482067,-0.794890864438069,-0.880077950041545,46,-1.02650592761034,-0.752930269922829,-0.751918199272585,-0.704241947620518,-0.0414192619662035,145500
"658","RL","Reg","HLS","Mod","Crawfor","1Fam","2Story","Gable","Stucco","Wd Shng","None","TA","BrkTil","Gd","TA","No","Unf","TA","Y","SBrkr","TA","Typ","Gd","Attchd","RFn","TA","TA","P","MnPrv","Normal","0","1","1","3","1","6","1","70",-0.415759725918888,-0.0162011317305338,"7","6",1931,2000,-0.576077035080244,-0.972684900323611,0.472448972571247,-0.641499969031705,-0.806095697467925,0.696420918443417,-0.0256216959849744,20,-1.02650592761034,-0.949371097522881,-0.751918199272585,-0.704241947620518,0.169883196983461,149000
"659","RL","Reg","Lvl","Gtl","NAmes","1Fam","1.5Fin","Gable","VinylSd","VinylSd","None","TA","CBlock","TA","TA","No","Unf","TA","Y","SBrkr","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","No Fence","Abnorml","0","1","0","3","1","6","1","50",0.295671814460613,0.0341241356886288,"6","5",1948,1950,-0.576077035080244,-0.972684900323611,0.780233925419765,-0.331496893122914,-0.648304867605859,0.455886759914145,-0.109354602841298,35,-1.02650592761034,-0.668741343808521,0.779929948725489,-0.704241947620518,-0.0414192619662035,97500
"660","RL","Reg","Lvl","Gtl","Edwards","1Fam","1Story","Hip","MetalSd","MetalSd","None","TA","PConc","TA","TA","No","BLQ","Ex","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Fin","TA","TA","Y","MnPrv","Normal","1","1","0","3","1","7","0","20",0.177099891064029,-0.00283218512020204,"5","7",1964,1999,-0.576077035080244,0.423944493203416,0.637657072261996,0.976898441962718,0.836480974047022,-0.794890864438069,-0.0560700257509101,55,0.31161787088171,0.0328330404773799,-0.751918199272585,-0.704241947620518,-0.0414192619662035,167000
"661","RL","Reg","Lvl","Gtl","NWAmes","1Fam","2Story","Gable","Plywood","Plywood","BrkFace","TA","CBlock","Gd","TA","No","Unf","TA","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","1","3","1","7","1","60",-0.415759725918888,0.00912024906155968,"7","7",1976,1976,0.709772417323531,-0.972684900323611,0.510922091677312,-0.602749584543106,-0.0533558369783978,1.02171473283539,0.79838622830566,63,0.31161787088171,0.3602344198108,-0.751918199272585,1.00126325639617,0.434011270670542,197900
"662","RL","IR2","Lvl","Gtl","NoRidge","1Fam","2Story","Hip","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","Gd","No","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","2","1","4","1","8","1","60",-0.73195152164311,0.176195447748589,"8","7",1994,2005,2.33777923474462,2.01132232823256,-1.08458078889773,1.30285755854328,1.35382795720134,0.950699886031505,1.77463580142597,81,1.64974166937376,1.11325759227767,3.37290207424306,0.442823499328761,-0.0414192619662035,402000
"663","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","BrkFace","TA","CBlock","Fa","Fa","No","Unf","Gd","Y","SBrkr","TA","Maj2","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","1","0","2","1","5","2","20",1.95567874201278,0.014864451185692,"6","3",1968,1968,0.615955075302655,-0.972684900323611,1.86653375900277,0.762631610084583,0.593327891964495,-0.794890864438069,-0.234953963125782,55,0.31161787088171,0.481840646420356,-0.751918199272585,-0.704241947620518,0.411371721497363,110000
"664","RL","Reg","Lvl","Gtl","Edwards","1Fam","SFoyer","Gable","Plywood","Plywood","None","TA","CBlock","Gd","TA","Av","BLQ","TA","Y","SBrkr","TA","Typ","No Fireplace","Detchd","RFn","TA","TA","Y","MnPrv","Normal","1","2","0","3","1","6","0","85",0.769959508046946,-0.00246584569902013,"4","5",1972,1972,-0.576077035080244,1.04442505579078,-1.19773702156262,0.183655277137283,0.0475268247366935,-0.794890864438069,-0.636491311914059,61,0.31161787088171,0.537966597163228,-0.751918199272585,-0.704241947620518,0.298173975631472,137500
"665","RL","IR2","Lvl","Gtl","Somerst","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Ex","TA","Mn","GLQ","Ex","Y","SBrkr","Ex","Typ","Ex","Attchd","Fin","TA","TA","Y","No Fence","Partial","1","1","1","1","1","8","1","20",-0.850523445039694,0.0506973311028983,"8","5",2005,2006,-0.576077035080244,2.80062622410341,-0.478063381813881,2.32404416153695,2.41697600758345,-0.794890864438069,1.10667556718576,92,1.64974166937376,3.09169735596391,0.779929948725489,3.32558008310919,-0.0414192619662035,423000
"666","RL","IR1","Lvl","Gtl","Gilbert","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","1","3","1","7","1","60",1.40234309949539,0.00330766357880674,"8","5",2000,2000,-0.3553303479723,-0.972684900323611,1.89821750414894,0.794543691428135,0.753705456742332,0.30927546328678,0.800289248916031,87,0.31161787088171,0.145084941963124,0.748016445642196,1.16728588687567,-0.0414192619662035,230500
